Bc2UjSePEGvqSdHvz2HKGA,"{u'XWvht_1ZLdK7EHJ3jo4q0g': 5.0, u'oJpmYvLibGrYPDvcaUeMOw': 4.0, u'_oQN89kF_d97-cWW0iO8_g': 2.0, u'18TUn9oiW0k0yB6lheiOvw': 2.0, u'qjmCVYkwP-HDa35jwYucbQ': 5.0, u'L_MtTn4IUBTmQtqqM2iFqA': 4.0, u'WPmamMTGAmNYXGoXW1mWyQ': 4.0, u'KPoTixdjoJxSqRSEApSAGg': 3.0, u'-AAig9FG0s8gYE4f8GfowQ': 4.0, u'VsO_rhXi5lgbaGxNwoEZsQ': 4.0, u'uKSX1n1RoAzGq4bV8GPHVg': 4.0, u'OFBJtqWGSx6n6CchtVmoRw': 2.0, u'hfl62LX14YqNpG0g0Tj6_Q': 4.0, u'xs1LHeJy78u-7taSEnQ2Yw': 4.0, u'VVeogjZya58oiTxK7qUjAQ': 5.0, u'XHr5mXFgobOHoxbPJxmYdg': 4.0, u'YJoph5UiUZ3BEb49vyFAuQ': 4.0, u'SDwYQ6eSu1htn8vHWv128g': 4.0, u'_FXql6eVhbM923RdCi94SA': 3.0, u'5BnsHDWrt2z-9d8AzSgkjw': 4.0, u'1NZLxU5WvB5roPFzneAlLw': 4.0, u'XkNQVTkCEzBrq7OlRHI11Q': 5.0, u'c0RSs2KYK5Y-ZlSrNq9LyA': 4.0, u'ChmqODwuYP1ewjmWXtxtsg': 4.0, u'I4bSn5gXsHuSPu7L-d_8nQ': 3.0}"
rKNj3ZSxXpOPscK0O1-9MQ,{u'soiGohHtWOltGeomkSxzEw': 4.0}
8d3AGso7vTLYxXrLrkO9aQ,"{u'trAvQPp7gps0Btk-2AmLpw': 3.0, u'VVeogjZya58oiTxK7qUjAQ': 5.0}"
0O3bX7Mue-x41_lncktBeg,{u'KBG28p3lGX17hOPoHhq5PQ': 1.0}
yke5plVng8I-mCZE6g7X1A,{u'8cL7aJVKTYmLguzXEAS3Lw': 5.0}
H1fG6fiTMBgndfSuC0gpuA,{u'SDwYQ6eSu1htn8vHWv128g': 5.0}
OAWop7e3tUzl-kt3-OwPIQ,"{u'rZbHg4ACfN3iShdsT47WKQ': 4.0, u'BM0-dgPJMBMmcmO9PVCJfQ': 4.0, u'ib-y5nsfn3unE0lLY1vfAw': 4.0, u'r8CwFUEQtL8gAT9KHnNhuw': 3.0, u'flUKBy7WHqYdfOrwU1A2SA': 2.0, u'asebFFgabg_lfoNpGJHZlQ': 4.0, u'WPmamMTGAmNYXGoXW1mWyQ': 4.0, u'mqQwChPNN4o4DhAzaGntIA': 4.0, u'_oQN89kF_d97-cWW0iO8_g': 4.0, u'3n9mSKySEv3G03YjcU-YOQ': 4.0, u'hWhVP-28LYP3llaMlAJ_JA': 2.0, u'rDvz5jX65gpfONFu7er9Tw': 3.0}"
G7DKYB_bB4B9LwAlIeWsLQ,"{u'3l72FflaaeI0tWEAWN3-gQ': 4.0, u'rQ4z0EStSZE4acgkne6Hmg': 4.0}"
3yc5JeWwQVhjx22Lx6OQ0Q,"{u'R8VwdLyvsp9iybNqRvm94g': 1.0, u'ntN85eu27C04nwyPa8IHtw': 5.0}"
6MycdED9HLVVrrtz4f0Jhw,{u'd52zg-S0o940WUCK-nNiKw': 1.0}
QrDVE9ivBqn7IS5OpXQC-A,{u'2rMf09C5uXzF2qIlD5F5BA': 5.0}
U5zRDbBT4AQk-7BuWl3BBg,"{u'24OmQWFTnbfGv-e8GyEMAw': 4.0, u'nRO4tRwimU12hg7Cnz__iA': 5.0}"
OxXt8az49ZWr-5eX0OanzQ,{u'Zy2vca7i9QFGRKa4m0C__A': 5.0}
BOu31LPWIwITqG-Mcy7dsw,"{u'e34tIpveepWkpvOuv_boqw': 5.0, u'FUI-hWH_bpis7AKZTWenUQ': 4.0, u'd3MxUXS1b6U2P_gGuCO1-A': 4.0}"
PcvV8zVgwpez9s6I-3Dykw,{u'Cp6JGY5YIRncTV_My9nf9g': 5.0}
Zh7YSDKtyi1kMeSD4OZVJg,{u'jzPMl-NoB5F2fwoHX3hN8A': 5.0}
EzjJ536eGHoR7xDF1XgeoA,"{u'qjmCVYkwP-HDa35jwYucbQ': 1.0, u'7cP7WFmWiTVh-raIL3N_Vw': 5.0, u'_FXql6eVhbM923RdCi94SA': 4.0, u'FUI-hWH_bpis7AKZTWenUQ': 3.0, u'podj1OWSL3oEJsOpGj8SUw': 4.0, u'GHYOl_cnERMOhkCK_mGAlA': 1.0, u'd3MxUXS1b6U2P_gGuCO1-A': 1.0, u'vSWEXsXmJw5ozuF4zqE9ng': 3.0, u'3n9mSKySEv3G03YjcU-YOQ': 3.0, u'V1nEpIRmEa1768oj_tuxeQ': 3.0, u'Lbue8gqRiBPEnA7g7H1qdw': 3.0, u'pwpl-rxwNRQdgqFz_-qMPg': 3.0}"
YTw0hz4Y9z29xtd4axMcNQ,"{u'Zx8_4zKdDBSO3qGrkukBIA': 4.0, u'IceZ4BtTz76eppjNWm-c6A': 2.0, u'Zy2vca7i9QFGRKa4m0C__A': 4.0, u'1NZLxU5WvB5roPFzneAlLw': 4.0, u'DcrM4hwDcU2G6vuh2cnaYQ': 4.0, u'yJr24Yy1K6bt2G9fX3_zPA': 2.0, u'HQFscafV3wi5z4yOKdUGRg': 4.0}"
7WO1DSyx-0FP0cBkaCISAA,{u'QzXFdjIbFRGhzL83goPPLA': 3.0}
AkcH28gYyqArThv7AIsvFA,{u'Cp6JGY5YIRncTV_My9nf9g': 5.0}
vLi60zqzc675Q5c24ooOUw,"{u'R8VwdLyvsp9iybNqRvm94g': 4.0, u'ntN85eu27C04nwyPa8IHtw': 3.0}"
9bP3urjM__IP5csFh9ZsuQ,"{u'LbLVO7yqAJGEQ1nK6rEvHA': 4.0, u'Zx8_4zKdDBSO3qGrkukBIA': 1.0, u'K8pM6qQdYu5h6buRE1-_sw': 5.0, u'bzDs0u8I-z231QVdIQWkrA': 4.0, u'PXmR1MgOAWB066XH20HjxQ': 4.0, u'Tt6DYs0TyERWHWW5xiRL_A': 5.0, u'VpW40mznMS43CqdbelX2wA': 3.0, u'pF7uRzygyZsltbmVpjIyvw': 5.0, u'yVQiGdxmnrkJDyQXv2maNA': 4.0, u'MJ6_uOT55dq5ALphFqMVkw': 3.0, u'E3RjJH45EX6rHYDs0TYSRA': 3.0, u'PmPOuRvuN3CoNOi1nBj_TQ': 5.0, u'iNvY0zAlaD_ye7Z6rHu-Ug': 2.0, u'jbKVbSz51F8IcewsiRQu4A': 2.0, u'LRuIY8JFqadCSYLo242MGg': 4.0, u'ykfTh6HI219NoMsWBxulxw': 1.0, u'yQONzVpX-DEpGSuKMIov6A': 1.0}"
3PEKgnFdfGQdMfTuIkrhxg,"{u'0dIChGWBs9ueUXl0hhkw2w': 1.0, u'2rMf09C5uXzF2qIlD5F5BA': 5.0, u'hlekz2L2HV8cVSEkgMvuEA': 4.0}"
Q5dlLCEni_my05az9wIptg,"{u'VXIkI9_EbDbYHeO9IzKjJg': 4.0, u'9ziO3NpoNTKHvIKCBFB_fQ': 3.0, u'OFBJtqWGSx6n6CchtVmoRw': 4.0, u'0dIChGWBs9ueUXl0hhkw2w': 4.0, u'Zy2vca7i9QFGRKa4m0C__A': 4.0, u'UIfORCz28cEGMr_9p0eJ5g': 3.0, u'q1nDSpmV-FdTBNj6UuZvTg': 2.0, u'kaIue7GRCmkPzDeHDBTttQ': 4.0, u'VVeogjZya58oiTxK7qUjAQ': 3.0, u'KBG28p3lGX17hOPoHhq5PQ': 4.0, u'h6jfMpTZpNduLG0wE2tbaw': 3.0, u'corPOxxIBRJ7DSpryYvorw': 4.0, u'-AAig9FG0s8gYE4f8GfowQ': 5.0, u'Qd0fyF-wB_1bQwSB34ggkw': 3.0}"
BSI42r_Q2NmDeYU-rf12nA,{u'qjmCVYkwP-HDa35jwYucbQ': 4.0}
zRnoNCqk0DG3iOQxtpVXug,{u'nRO4tRwimU12hg7Cnz__iA': 5.0}
renfVZ7QaPXyqGxsn3AOlQ,"{u'7_7fxuG9ESAFmx-AiMsJHg': 4.0, u'SDwYQ6eSu1htn8vHWv128g': 5.0}"
-UDZu8sGloFIAIeFBvqK_g,{u'PxeX1M8WtyPxX1MuuGIh-g': 3.0}
gcuwbVN0LCBrOsp7VCTAvQ,"{u'vSWEXsXmJw5ozuF4zqE9ng': 3.0, u'qlrZzAktK8wODSHxhLEK7w': 2.0, u'xs1LHeJy78u-7taSEnQ2Yw': 3.0}"
rEDh31c70DZ_pN7t85JXWw,"{u'0vzZ_Bcb02rJljeMU9XkBw': 5.0, u'Xq9tkiHhyN_aBFswFeGLvA': 4.0}"
qKzbPBfxqdX9ZlHjkxmUSg,{u'-sC66z4SO3tR7nFCjfQwuQ': 5.0}
rYHMBiZy-BfP75_DA98hvg,{u'jtzhY-P4H6WSYpv5rWhxtw': 4.0}
YHoiq8jTSzjiALoSIoi0jg,"{u'ar90fbRbQtiyZLtwjwwXUg': 4.0, u'-AAig9FG0s8gYE4f8GfowQ': 5.0, u'rQ4z0EStSZE4acgkne6Hmg': 2.0}"
W7zmm1uzlyUkEqpSG7PlBw,"{u'DlCtdbceo4YNSI53cCL2lg': 3.0, u'_ODHYjCmrb3W9hIGJI1uaA': 1.0, u'0vzZ_Bcb02rJljeMU9XkBw': 2.0, u'VpW40mznMS43CqdbelX2wA': 4.0, u'qjmCVYkwP-HDa35jwYucbQ': 4.0, u'xHI3saK0sAJEHeMK4IGVvg': 5.0, u'zp713qNhx8d9KCJJnrw1xA': 1.0, u'0dIChGWBs9ueUXl0hhkw2w': 2.0, u'VbXy3tH5RAu7HjT7VeMMgA': 1.0, u'AkOruz5CrCxUmXe1p_WoRg': 2.0, u'QkyN2vqQidQhotvOtPIrkw': 2.0, u'Xq9tkiHhyN_aBFswFeGLvA': 4.0, u'1M4oczf2lmkdgbrJ3J7OqA': 1.0, u'pwpl-rxwNRQdgqFz_-qMPg': 1.0, u'rQ4z0EStSZE4acgkne6Hmg': 4.0, u'FUI-hWH_bpis7AKZTWenUQ': 5.0, u'cN6aBxe2mQvrQlzk26LyRQ': 4.0, u'YJoph5UiUZ3BEb49vyFAuQ': 3.0, u'-AAig9FG0s8gYE4f8GfowQ': 3.0, u'0dORc6ckZw5HezR3BuSsqw': 4.0, u'jtzhY-P4H6WSYpv5rWhxtw': 5.0, u'GHYOl_cnERMOhkCK_mGAlA': 1.0, u'I4bSn5gXsHuSPu7L-d_8nQ': 4.0}"
gW-ukHucTfVCnFCKKxPJzw,"{u'B8ujMtvvpHyEQ2r_QlAT2w': 4.0, u'lVHtVCyFJOqAH0ltn7pLuw': 4.0, u'1NZLxU5WvB5roPFzneAlLw': 5.0, u'Shl6PtJERnowSJSC4IHbYQ': 4.0, u'7cP7WFmWiTVh-raIL3N_Vw': 5.0}"
_XaulsDbn5ZGrNHG1NT5ug,"{u'3GAPcBG8SowgrpS6UHlDeQ': 5.0, u'D1T1jtCfTfXD-cQE3QViow': 5.0, u'_-9pMxBWtG_x8l4rHWBasg': 5.0, u't4aP7ksa716XY6S4EsWFqw': 5.0}"
rCPeEu2FNDZQCzwNpTZaqw,{u'ZRJwVLyzEJq1VAihDhYiow': 5.0}
zxIEQP7bnqGyQ9dZ18TUVQ,{u'E3RjJH45EX6rHYDs0TYSRA': 5.0}
Rjok7vI33LGO3LF3GbjnRA,{u'ntN85eu27C04nwyPa8IHtw': 2.0}
nYfpquFWxQC342RenTI3rA,"{u'VXIkI9_EbDbYHeO9IzKjJg': 5.0, u'uKSX1n1RoAzGq4bV8GPHVg': 4.0, u'Pg8OPh1D2ws0xO-I-8ppoA': 4.0, u'LxNehlnStQY_rxEwiPof_g': 5.0, u'0db71MbrvcJnyk71COCJBg': 4.0, u'yVQiGdxmnrkJDyQXv2maNA': 4.0, u'VY_tvNUCCXGXQeSvJl757Q': 3.0, u'wN_wAXWg8W94v04eqijy6g': 2.0, u'QdbZyl-LWFS54u93Vjd5SA': 4.0, u'AkOruz5CrCxUmXe1p_WoRg': 3.0, u'vA8T8QXh78iSXhxShLNgQA': 3.0, u'V1nEpIRmEa1768oj_tuxeQ': 4.0}"
q6AkaVMrsT95ls1PSumMww,{u'nlFlIeziD-4nNUF2B337Yw': 5.0}
DOOhXudu5_Ee8gz14HTWvA,{u'rZbHg4ACfN3iShdsT47WKQ': 4.0}
yv2KaHxFd0ZZDVUN_ATwWA,{u'MJ6_uOT55dq5ALphFqMVkw': 1.0}
E-lSz9Xy2GdiDiFXW3cLRQ,{u'soiGohHtWOltGeomkSxzEw': 2.0}
mZtMn3HI_2xAlg2ZZzv-fw,"{u'bjUH-01t834CVg0Yl0CLWQ': 4.0, u'rDvz5jX65gpfONFu7er9Tw': 4.0}"
1pd5wH3vd0rik4K0als_fw,{u'DcrM4hwDcU2G6vuh2cnaYQ': 5.0}
wu03VSPQ4s7JEqHaeKLiOQ,{u'ntN85eu27C04nwyPa8IHtw': 5.0}
AKfF9LglCfrV6SKoIDgnOA,{u'_FXql6eVhbM923RdCi94SA': 5.0}
FCVknrnKGWvHx3nyprHC-w,"{u'L_MtTn4IUBTmQtqqM2iFqA': 1.0, u'5kRug3bEienrpovtPRVVwg': 5.0}"
YgucNL2tibnjEmDLqHPqow,"{u'qjmCVYkwP-HDa35jwYucbQ': 4.0, u'-sC66z4SO3tR7nFCjfQwuQ': 5.0, u'UWrB5H3G-hhiHMy3iKV2ew': 5.0}"
I2YP26GpipCmdIth2f36ZA,{u'DlCtdbceo4YNSI53cCL2lg': 3.0}
WUSgPyT3p6duI27l2QkGRQ,{u'wZwZcte4lcbu51NOzCjWbQ': 3.0}
YxRKHhhuWxX96_quP9Tgyg,"{u'bjUH-01t834CVg0Yl0CLWQ': 3.0, u'lvpXyfTDF5WZnjzc36r5Wg': 5.0, u'mqQwChPNN4o4DhAzaGntIA': 5.0, u'MJ6_uOT55dq5ALphFqMVkw': 2.0, u'vz2zQQSjy-NnnKLZzjjoxA': 2.0, u'jsJxRLGm8zjWm_HVR2FDnw': 1.0, u'pfTwzep_4hRTX_jXoi38cw': 4.0}"
maB9-cdyP0i55WJGipymbA,{u'dsMvINhoQbIQgSRTBv2B6g': 4.0}
OsYh3jArm6fgozczE85ZeQ,"{u'yc5AH9H71xJidA_J2mChLA': 4.0, u'BFZHdg2TRrgw56CyqkSryA': 2.0, u'VVeogjZya58oiTxK7qUjAQ': 4.0, u'YxLiLBNTm4cOg7OlKKLmVw': 3.0, u'vA8T8QXh78iSXhxShLNgQA': 4.0, u'ImVx220_Pcp2iB5uworODw': 4.0, u'8cL7aJVKTYmLguzXEAS3Lw': 3.0, u'jbKVbSz51F8IcewsiRQu4A': 4.0, u'nBfusVbqwul0BU0Rcrlelw': 3.0, u'e3izESeW0BUx0s96FdSLag': 4.0}"
cjmZWVN9KU-LAmo5AnG6_g,{u'KBG28p3lGX17hOPoHhq5PQ': 5.0}
NeYhDK3FZYH3z6-KejQm9Q,"{u'VVeogjZya58oiTxK7qUjAQ': 5.0, u'cp39VURFby4A6u9m2It8jg': 5.0, u'1M4oczf2lmkdgbrJ3J7OqA': 5.0}"
1ZQ-1m-FXLolMb4jmdN4Ww,"{u'vSWEXsXmJw5ozuF4zqE9ng': 4.0, u'KBG28p3lGX17hOPoHhq5PQ': 5.0}"
mEMun-MSV-Rke3oB8qD_Cw,{u'I4bSn5gXsHuSPu7L-d_8nQ': 5.0}
CLAiBOy57sndkOUi7nXoZw,{u'Y-9dJvw-J2d9QKfuL7mKgA': 5.0}
xHDgMmpFuYPNyrZ-WS1wIg,{u'FURgKkRFtMK5yKbjYZVVwA': 5.0}
oVH7BpgxyZiGqNacuy8r3g,{u'OllL0G9Kh_k1lx-2vrFDXQ': 5.0}
Qv_8wAXej3W1efejjh0IKw,{u'd52zg-S0o940WUCK-nNiKw': 5.0}
vZs84oBISagApls-BVlvwQ,{u'h6jfMpTZpNduLG0wE2tbaw': 5.0}
GUrPmYze-oF6NFDJusiSNw,"{u'R8VwdLyvsp9iybNqRvm94g': 4.0, u'DcrM4hwDcU2G6vuh2cnaYQ': 5.0, u'SDwYQ6eSu1htn8vHWv128g': 4.0}"
1rwtkywcms6ej0Wmcxm1Nw,{u'odhXwWaYZvD_icIN6f_DbA': 5.0}
j2Zx2PYK7TdxtEPlvRmD1w,"{u'T4ox3wUzFjWvyrjaTRoBbA': 2.0, u'LzpR_jE6VIutJ08s2cdRrw': 5.0, u'CFaRVxsnN4Zjf28cbORKIA': 4.0, u'Ch_2Ye0w4Q9l3VeVW7VNHA': 4.0, u'STv-ED3M2xmRFMSvQbWGaw': 4.0}"
ze9vx8StuAqraMgG9-QrFQ,{u'cInzGnaFZ3EIItvFXl1MvQ': 1.0}
t-27_YZKsk9tMbAiwQKCwQ,"{u'uKSX1n1RoAzGq4bV8GPHVg': 4.0, u'OFBJtqWGSx6n6CchtVmoRw': 3.0, u'cN6aBxe2mQvrQlzk26LyRQ': 5.0, u'SDwYQ6eSu1htn8vHWv128g': 5.0, u'WS1z1OAR0tRl4FsjdTGUFQ': 5.0, u'R8VwdLyvsp9iybNqRvm94g': 5.0, u'5kRug3bEienrpovtPRVVwg': 4.0}"
GGxzEkupa_ocFBc-LYrc9Q,{u'rZbHg4ACfN3iShdsT47WKQ': 4.0}
nUGFEOsyC7kWgCjzQH0ERQ,{u'KBKDl08flVw1AqvM5ucVpA': 4.0}
pHCojpLeQ8d2wXKprB4T3Q,{u'zp713qNhx8d9KCJJnrw1xA': 5.0}
L71NWK9Rt6GIpsUn9rPCtQ,"{u'VVeogjZya58oiTxK7qUjAQ': 5.0, u'ntN85eu27C04nwyPa8IHtw': 5.0, u'V1nEpIRmEa1768oj_tuxeQ': 1.0}"
y90RwZ-uT8B-vjQUc9iRVw,{u'cN6aBxe2mQvrQlzk26LyRQ': 4.0}
Nb7LI0Fjf7Sfg7AD9rexHg,{u'FURgKkRFtMK5yKbjYZVVwA': 5.0}
IIWtH1LHdfWDtIKYgdrrrA,"{u'cp39VURFby4A6u9m2It8jg': 4.0, u'K8pM6qQdYu5h6buRE1-_sw': 4.0}"
1Yhq0SrTzS2J1IBV54mARQ,{u'nMHhuYan8e3cONo3PornJA': 5.0}
uVO-X-GyoZsw7BmVmG7Jyw,"{u'cp39VURFby4A6u9m2It8jg': 4.0, u'iDoigI3605ixHl_qHly3Tg': 3.0}"
5cf4o14wjOoQB5oF6pn2mg,"{u'rZbHg4ACfN3iShdsT47WKQ': 5.0, u'zp713qNhx8d9KCJJnrw1xA': 5.0}"
XoDauxslLmZbT3SkmdaDRg,{u'e3izESeW0BUx0s96FdSLag': 4.0}
Yzj9vDCJv92t-WhpO3eniA,{u'3GAPcBG8SowgrpS6UHlDeQ': 4.0}
-V3CXSxnUzjkLVqi1xGrkA,{u'24OmQWFTnbfGv-e8GyEMAw': 5.0}
JAeTwZWx5MUq2_h7fZLKIQ,"{u'cVejKU_SrdbvzIbQ4oPV0A': 4.0, u'_ODHYjCmrb3W9hIGJI1uaA': 5.0, u'VVeogjZya58oiTxK7qUjAQ': 2.0, u'Shl6PtJERnowSJSC4IHbYQ': 3.0, u'PXmR1MgOAWB066XH20HjxQ': 5.0, u'NCbHGtOP5yJBJsPPaE3X5g': 4.0, u'V1nEpIRmEa1768oj_tuxeQ': 5.0}"
uDtA_lMuCYM3O6ANeiHJKQ,{u'EfmR4e1tmjC5_ZQOgfnYrg': 4.0}
wvcirVJVFhEnEYi8dRu5Ww,{u'uKSX1n1RoAzGq4bV8GPHVg': 5.0}
BJRmDTOPOOutKUl35g37Ig,"{u'mqQwChPNN4o4DhAzaGntIA': 4.0, u't4aP7ksa716XY6S4EsWFqw': 3.0}"
3T3lp7qTwbIKZ_hcslvIXA,{u'D1T1jtCfTfXD-cQE3QViow': 5.0}
bh0XOgNB_dtBBOAtnZpL4A,{u'_-9pMxBWtG_x8l4rHWBasg': 4.0}
aJGbFSkf6zCBbadpcD5uow,"{u'Zy2vca7i9QFGRKa4m0C__A': 3.0, u'0db71MbrvcJnyk71COCJBg': 4.0, u'bjUH-01t834CVg0Yl0CLWQ': 2.0, u'yQONzVpX-DEpGSuKMIov6A': 3.0}"
OaTEveZBjvcteZN2IIUfCA,"{u'jtzhY-P4H6WSYpv5rWhxtw': 5.0, u'M6fjHpkL9IRI-nI0BattRw': 5.0}"
ImmzK5sLsm5yBOZ8WKxyog,"{u'h6jfMpTZpNduLG0wE2tbaw': 4.0, u'D1T1jtCfTfXD-cQE3QViow': 4.0, u'uKSX1n1RoAzGq4bV8GPHVg': 5.0, u'KBKDl08flVw1AqvM5ucVpA': 4.0}"
AbiHG8PBMQb0H26SoSZSWg,"{u'9BJ5h9X1krpXFjKj0a6wbg': 5.0, u'LzpR_jE6VIutJ08s2cdRrw': 5.0, u'_FXql6eVhbM923RdCi94SA': 5.0}"
3TGup17SCV6uHsifmTKirg,"{u'qjmCVYkwP-HDa35jwYucbQ': 4.0, u'gkv2XvXpFgiq4Bb2XK7YmQ': 3.0, u'uKSX1n1RoAzGq4bV8GPHVg': 4.0, u'I4bSn5gXsHuSPu7L-d_8nQ': 4.0, u'pwpl-rxwNRQdgqFz_-qMPg': 5.0, u'SDwYQ6eSu1htn8vHWv128g': 5.0, u'r-a-Cn9hxdEnYTtVTB5bMQ': 2.0, u'oaakO-X7uOXNxqsxjDSKfg': 4.0}"
Wwu5wBNnAcvb4cRrR4KAmA,{u'FY_OXEVcewAQFZuu6fynLA': 5.0}
_-uQQRCGrBTOdHNYrPe8gg,{u'mqQwChPNN4o4DhAzaGntIA': 5.0}
rOIJDvX4vIwvUDrIEpg_dw,{u'XkNQVTkCEzBrq7OlRHI11Q': 5.0}
bPqgDPOwjI7UgPMI319ArA,{u'5kRug3bEienrpovtPRVVwg': 5.0}
LhkygY1H0qgKQ9EJK7trIw,{u'_ODHYjCmrb3W9hIGJI1uaA': 4.0}
