	user_id	business_id	business_name	business_avg	business_review_count	city	categories	stars	review_id	user_name	user_review_count	user_avg
11	Ry48Bta6spNowOkiMNC_xg	DlCtdbceo4YNSI53cCL2lg	The Old Spaghetti Factory	3.0	54	Phoenix	[Restaurants, Italian]	4	XbzBomi9zdhEmjOBfsFzJQ	Chris	15	3.8
12	Ry48Bta6spNowOkiMNC_xg	_RBUU1y4yJrK0SPAd8z0-w	Indian Delhi Palace	3.70967741935	31	Phoenix	[Pakistani, Indian, Buffets, Restaurants]	3	_EuK618cCd0g7prFHdGdJA	Chris	15	3.8
13	Ry48Bta6spNowOkiMNC_xg	GpK9MeUjEd7rwhejG2ykww	5 & Diner	3.5	24	Phoenix	[Diners, Restaurants]	4	ryB61pZAISKdhvUGZna35Q	Chris	15	3.8
14	Ry48Bta6spNowOkiMNC_xg	hWhVP-28LYP3llaMlAJ_JA	Rosita's Place	3.68181818182	22	Phoenix	[Mexican, Restaurants]	4	DBsc0IXxF5f7FuAEm3QzxQ	Chris	15	3.8
15	C6IOtaaYdLIT5fWd7ZYIuA	XkNQVTkCEzBrq7OlRHI11Q	Pizza A Metro	4.28787878788	66	Phoenix	[Restaurants, Pizza, Italian]	5	evoJ6O4089ebwQ2mKD9USQ	Daren	38	3.89473684211
16	C6IOtaaYdLIT5fWd7ZYIuA	asebFFgabg_lfoNpGJHZlQ	Stacy's Smokehouse	3.81632653061	49	Phoenix	[Barbeque, Restaurants]	4	IFFz26Fzw-sr6TMBGx6N7g	Daren	38	3.89473684211
17	C6IOtaaYdLIT5fWd7ZYIuA	3l72FflaaeI0tWEAWN3-gQ	America's Taco Shop	3.72222222222	72	Phoenix	[Mexican, Restaurants]	3	yRUQauJL-GI8Lvru8NICNw	Daren	38	3.89473684211
18	C6IOtaaYdLIT5fWd7ZYIuA	r-a-Cn9hxdEnYTtVTB5bMQ	The Grind	3.46428571429	56	Phoenix	[Bars, American (New), Nightlife, Restaurants]	3	o-jkA056WIB2--kq5oG7bA	Daren	38	3.89473684211
19	C6IOtaaYdLIT5fWd7ZYIuA	k8JnZBspVOI8kLcQek-Chw	Mamma Mia Subs & Brick Oven Pizza	4.02272727273	44	Phoenix	[Restaurants, Pizza, Italian]	2	4fUyX9LHfTEbSTH0SvLfOw	Daren	38	3.89473684211
20	C6IOtaaYdLIT5fWd7ZYIuA	NNGJQF3WeIHzGzweCpZ-VA	La Piccola Cucina	3.86206896552	29	Phoenix	[Restaurants, Italian]	4	dtfCqMVqD_J9Nj51VxFpNw	Daren	38	3.89473684211
21	C6IOtaaYdLIT5fWd7ZYIuA	XbVqzUHS3c9FhG4lI13c3Q	Maxim Restaurant	3.93333333333	30	Phoenix	[Vietnamese, Chinese, Restaurants]	4	76SC8Pnn9P6eek0mUWtB7g	Daren	38	3.89473684211
22	C6IOtaaYdLIT5fWd7ZYIuA	wZwZcte4lcbu51NOzCjWbQ	Rustler's Rooste	3.45161290323	31	Phoenix	[Steakhouses, Restaurants]	4	zc-bdJDHXx-vFqJQ0Acm6Q	Daren	38	3.89473684211
23	C6IOtaaYdLIT5fWd7ZYIuA	pwpl-rxwNRQdgqFz_-qMPg	The Parlor	4.11034482759	145	Phoenix	[Italian, Pizza, Restaurants]	4	Ryngq64U8gH54v6V4fHOlQ	Daren	38	3.89473684211
24	C6IOtaaYdLIT5fWd7ZYIuA	vA8T8QXh78iSXhxShLNgQA	Tradiciones	3.19230769231	26	Phoenix	[Mexican, Restaurants]	1	52GuJJFUzezDPiXkvhVlOQ	Daren	38	3.89473684211
25	C6IOtaaYdLIT5fWd7ZYIuA	zp713qNhx8d9KCJJnrw1xA	La Condesa Gourmet Taco Shop	4.07058823529	85	Phoenix	[Mexican, Restaurants]	4	yKDQLsdwr45hK7Pl3PpmnQ	Daren	38	3.89473684211
26	C6IOtaaYdLIT5fWd7ZYIuA	yYbd9P1KmlPSKmQxo68n_g	Pork on a Fork	4.06666666667	30	Phoenix	[Barbeque, Restaurants]	4	F3S2pqjq7ph0P9wgkjGibQ	Daren	38	3.89473684211
27	C6IOtaaYdLIT5fWd7ZYIuA	pfTwzep_4hRTX_jXoi38cw	Two Hippies Magic Mushroom Burgers	3.76086956522	46	Phoenix	[Burgers, Restaurants]	4	IuK0r2IHwtDbgoq_c77K9g	Daren	38	3.89473684211
28	C6IOtaaYdLIT5fWd7ZYIuA	ytpmoIty7loFB8kRYRtJHw	Texas BBQ House	4.11111111111	9	Phoenix	[Barbeque, Restaurants]	3	PcA30GXGrPkJ8E53ZSxwlQ	Daren	38	3.89473684211
29	C6IOtaaYdLIT5fWd7ZYIuA	qlrZzAktK8wODSHxhLEK7w	Two Hippies Beach House Outrageous Tacos and Burritos	2.98039215686	51	Phoenix	[Mexican, Restaurants]	4	xgJ7nvFDjCHL99C-dlU6Mg	Daren	38	3.89473684211
30	C6IOtaaYdLIT5fWd7ZYIuA	rrWhi2TL0smrbihvavZxcg	Times Square Pizzeria	3.46153846154	13	Phoenix	[Italian, Pizza, Restaurants]	5	wngmM7dgFw-mZjckTcR_Hw	Daren	38	3.89473684211
31	C6IOtaaYdLIT5fWd7ZYIuA	rZbHg4ACfN3iShdsT47WKQ	Bobby Q	4.27272727273	55	Phoenix	[American (New), Barbeque, Restaurants]	5	hh1L68RTi1FCHNfXGHkc7A	Daren	38	3.89473684211
32	C6IOtaaYdLIT5fWd7ZYIuA	yeLq-452CkaKw1ynn0nRNw	Mamma Mia	4.04081632653	49	Phoenix	[Pizza, Restaurants]	4	PoZ2x4TV2Y1azCNmu-VoYQ	Daren	38	3.89473684211
33	C6IOtaaYdLIT5fWd7ZYIuA	_oQN89kF_d97-cWW0iO8_g	Mi Comida Restaurante Latino	4.4375	32	Phoenix	[Latin American, Restaurants]	4	xVYhClJ48uDHbnnQnh7bDA	Daren	38	3.89473684211
34	C6IOtaaYdLIT5fWd7ZYIuA	F8q_9PUl-Lwjj9xIRPArcg	Rocket Burger & Subs	4.4375	32	Phoenix	[Burgers, Hot Dogs, Sandwiches, Restaurants]	5	3wbOWIv2GV5TODnIW7prew	Daren	38	3.89473684211
35	C6IOtaaYdLIT5fWd7ZYIuA	5_Il_eOuwOMMoiT8jGBxyQ	Il Posto	3.38461538462	26	Phoenix	[Restaurants, Italian]	4	w55iaM6XVivRAFJXksySRg	Daren	38	3.89473684211
36	C6IOtaaYdLIT5fWd7ZYIuA	LxNehlnStQY_rxEwiPof_g	King Gyros	4.28571428571	14	Phoenix	[Greek, Mediterranean, Restaurants]	4	KIeJnncp78R9gZyw7bLjuA	Daren	38	3.89473684211
37	C6IOtaaYdLIT5fWd7ZYIuA	Zx8_4zKdDBSO3qGrkukBIA	Chino Bandido	3.81333333333	75	Phoenix	[Asian Fusion, Mexican, Restaurants]	3	zBd5Upx0NarmHNG-F_KJ6Q	Daren	38	3.89473684211
38	C6IOtaaYdLIT5fWd7ZYIuA	18TUn9oiW0k0yB6lheiOvw	TEXAZ Grill	3.59615384615	52	Phoenix	[Steakhouses, Restaurants]	5	f248zGaXfao0XvamgZxWaA	Daren	38	3.89473684211
39	C6IOtaaYdLIT5fWd7ZYIuA	DE8UVNCCpOE0vTAbGaMoeQ	Romanelli's Deli & Bakery	4.45	20	Phoenix	[Delis, Sandwiches, Restaurants]	3	J59n71fJT--PZ7X3yXWlow	Daren	38	3.89473684211
40	C6IOtaaYdLIT5fWd7ZYIuA	EfmR4e1tmjC5_ZQOgfnYrg	Roma Garden Ristorante	4.36363636364	11	Phoenix	[Restaurants, Italian]	4	S9mu4o_1e1hb_IRDhl491A	Daren	38	3.89473684211
41	C6IOtaaYdLIT5fWd7ZYIuA	pF7uRzygyZsltbmVpjIyvw	Spinato's Pizza	4.21739130435	23	Phoenix	[Italian, Pizza, Restaurants]	2	1pYlnmcWsntpDDIzm_6t9Q	Daren	38	3.89473684211
42	C6IOtaaYdLIT5fWd7ZYIuA	lvpXyfTDF5WZnjzc36r5Wg	Lucky Boy Burger Shop	3.97368421053	38	Phoenix	[Burgers, Restaurants]	5	mgEPqTmuIcZu-79KXrxOVw	Daren	38	3.89473684211
43	C6IOtaaYdLIT5fWd7ZYIuA	-ftQeUsqwDkExRg6IYrubQ	Chicago Gyros	4.23076923077	26	Phoenix	[Greek, Mediterranean, Restaurants]	4	glVRceLHK0WJQOH7rp-exQ	Daren	38	3.89473684211
44	C6IOtaaYdLIT5fWd7ZYIuA	qyNtVViurIcChc35mfYIEw	Touch Of Thai	3.65	20	Phoenix	[Thai, Restaurants]	4	GiUcJ0__IVIEI1hrFN3E3Q	Daren	38	3.89473684211
45	C6IOtaaYdLIT5fWd7ZYIuA	5-X03Zc0nN7U5eoe8uFUdw	Coronado Cafe	4.10869565217	46	Phoenix	[American (New), Restaurants]	5	_DJzhKJAMCo_LKQ5-fvlBQ	Daren	38	3.89473684211
46	C6IOtaaYdLIT5fWd7ZYIuA	PmPOuRvuN3CoNOi1nBj_TQ	Pappadeaux Seafood Kitchen	4.11627906977	43	Phoenix	[Seafood, Cajun/Creole, Restaurants]	4	waUIem7MKU8ZK3-siAUJvg	Daren	38	3.89473684211
47	C6IOtaaYdLIT5fWd7ZYIuA	UUssRgBCO_riWg3chbv9Zg	Satisfied Frog On Bell	4.0	11	Phoenix	[American (Traditional), Barbeque, Restaurants]	5	vDbF8XhI68tj55i_pU-S9A	Daren	38	3.89473684211
48	C6IOtaaYdLIT5fWd7ZYIuA	Pg8OPh1D2ws0xO-I-8ppoA	Upper Crust Pizza Patio Lounge & Wine Bar	4.0	25	Phoenix	[Bars, Restaurants, Nightlife, Pizza, Sports Bars, Italian]	4	anj3FFtGLpRgyzz6ExhFig	Daren	38	3.89473684211
49	C6IOtaaYdLIT5fWd7ZYIuA	NCbHGtOP5yJBJsPPaE3X5g	India Palace	4.11111111111	18	Phoenix	[Indian, Buffets, Restaurants]	4	VWAPJK2sw7H6Url9_DgVwg	Daren	38	3.89473684211
50	C6IOtaaYdLIT5fWd7ZYIuA	VsrvWdZL2993olnW3z8R3A	Five Guys Burgers and Fries	3.5	32	Phoenix	[Burgers, Restaurants]	5	8lzm_YRPjyUVhOzlkarYQw	Daren	38	3.89473684211
51	C6IOtaaYdLIT5fWd7ZYIuA	oyzxIqrtzu-8sWlPhJVsLw	Carolina's Mexican Food	3.80487804878	41	Phoenix	[Mexican, Restaurants]	4	ju88qcSoO0_BZ4B9dSg8ZA	Daren	38	3.89473684211
52	C6IOtaaYdLIT5fWd7ZYIuA	E3RjJH45EX6rHYDs0TYSRA	Valle Luna	3.73913043478	23	Phoenix	[Mexican, Nightlife, Restaurants]	3	N17hCN98hRbstKBAMHLK1w	Daren	38	3.89473684211
53	IajbWwj6l-KHrfSEwZBLgw	ML1RJdeZ7bbfMrHvJ7m99A	Oregano's Pizza Bistro	3.37288135593	59	Phoenix	[Italian, Pizza, Restaurants]	4	UJ9b8bfpDqFtaE7iezv13A	Liz	16	3.5
54	IajbWwj6l-KHrfSEwZBLgw	Y293fHh5SZ0_9BZm4M6BCg	Matador Restaurant	2.8125	16	Phoenix	[Greek, Mexican, Restaurants]	4	CHu5OXaGHoqbCOfF9ztCgg	Liz	16	3.5
55	IajbWwj6l-KHrfSEwZBLgw	yYbd9P1KmlPSKmQxo68n_g	Pork on a Fork	4.06666666667	30	Phoenix	[Barbeque, Restaurants]	4	QYALGEStKhBJOf_4n0mW4w	Liz	16	3.5
56	IajbWwj6l-KHrfSEwZBLgw	qlrZzAktK8wODSHxhLEK7w	Two Hippies Beach House Outrageous Tacos and Burritos	2.98039215686	51	Phoenix	[Mexican, Restaurants]	1	dNg89EWGhNl7AMPDsaVKQA	Liz	16	3.5
57	IajbWwj6l-KHrfSEwZBLgw	8cL7aJVKTYmLguzXEAS3Lw	Yard House	3.42857142857	42	Phoenix	[Vegetarian, American (New), Restaurants]	4	6CKEerNj_-kcUG2y4TOl2Q	Liz	16	3.5
58	IajbWwj6l-KHrfSEwZBLgw	VpW40mznMS43CqdbelX2wA	Giuseppe's on 28th	3.35555555556	45	Phoenix	[Restaurants, Italian]	2	fwko9tw2reYgO3UUi2fsJg	Liz	16	3.5
59	IajbWwj6l-KHrfSEwZBLgw	VVeogjZya58oiTxK7qUjAQ	Pizzeria Bianco	3.89147286822	129	Phoenix	[Pizza, Restaurants]	3	hXhTEQ8-YiEp0vdRTQat4Q	Liz	16	3.5
60	IajbWwj6l-KHrfSEwZBLgw	F8q_9PUl-Lwjj9xIRPArcg	Rocket Burger & Subs	4.4375	32	Phoenix	[Burgers, Hot Dogs, Sandwiches, Restaurants]	5	tqOlf1znB6kHvsUpyMwWfQ	Liz	16	3.5
61	IajbWwj6l-KHrfSEwZBLgw	vz2zQQSjy-NnnKLZzjjoxA	Sylvia's La Canasta Mexican Restaurant	3.24137931034	29	Phoenix	[Mexican, Restaurants]	3	q-IXKMaWCiI_DMmbWn6afQ	Liz	16	3.5
62	IajbWwj6l-KHrfSEwZBLgw	wN_wAXWg8W94v04eqijy6g	Tacos Atoyac	4.62162162162	37	Phoenix	[Mexican, Restaurants]	5	EEk2IPtA7dqGrAqXkF1Fig	Liz	16	3.5
63	IajbWwj6l-KHrfSEwZBLgw	pF7uRzygyZsltbmVpjIyvw	Spinato's Pizza	4.21739130435	23	Phoenix	[Italian, Pizza, Restaurants]	5	hZ6OCywYCu6L5DNb7RGCwg	Liz	16	3.5
64	IajbWwj6l-KHrfSEwZBLgw	PmPOuRvuN3CoNOi1nBj_TQ	Pappadeaux Seafood Kitchen	4.11627906977	43	Phoenix	[Seafood, Cajun/Creole, Restaurants]	5	vXB5NJz8IYA5fmuAIiESrQ	Liz	16	3.5
65	IajbWwj6l-KHrfSEwZBLgw	24qSrF_XOrvaHDBy-gLIQg	Baby Kay's Cajun Kitchen	3.21428571429	28	Phoenix	[Cajun/Creole, Restaurants]	2	W8A7wzi-tK-CpFvbF2reKA	Liz	16	3.5
66	IajbWwj6l-KHrfSEwZBLgw	yc5AH9H71xJidA_J2mChLA	Rosie McCaffrey's	3.79310344828	58	Phoenix	[Pubs, Bars, Nightlife, Irish, Restaurants]	2	G21jTnzFhMm0gvsIOyxolA	Liz	16	3.5
67	IajbWwj6l-KHrfSEwZBLgw	VsrvWdZL2993olnW3z8R3A	Five Guys Burgers and Fries	3.5	32	Phoenix	[Burgers, Restaurants]	4	J0X4Ab1EBMBAGw1_RxhE4w	Liz	16	3.5
68	IajbWwj6l-KHrfSEwZBLgw	E3RjJH45EX6rHYDs0TYSRA	Valle Luna	3.73913043478	23	Phoenix	[Mexican, Nightlife, Restaurants]	3	IVDJKdHwM7Mq6tpHfRJh9A	Liz	16	3.5
69	78Ed1ndOak2kmzljulPfBg	-sC66z4SO3tR7nFCjfQwuQ	Gallo Blanco Cafe	4.15441176471	136	Phoenix	[Mexican, Restaurants]	4	CAiTtv7-SI8C-Kz8jSw1hg	Iain	56	3.57142857143
70	78Ed1ndOak2kmzljulPfBg	glalhJa7wFWPIoJLBvKGfQ	The Original Garcia's	4.38461538462	13	Phoenix	[Mexican, Restaurants]	4	fz-WYtHN0mJVmJzDJ8suZQ	Iain	56	3.57142857143
71	78Ed1ndOak2kmzljulPfBg	1NZLxU5WvB5roPFzneAlLw	Barrio Café	3.86206896552	87	Phoenix	[Mexican, Restaurants]	2	jXG15TGvJjXReae4qlZ2eg	Iain	56	3.57142857143
72	78Ed1ndOak2kmzljulPfBg	ykfTh6HI219NoMsWBxulxw	Gourmet House of Hong Kong	2.7619047619	21	Phoenix	[Chinese, Restaurants]	4	M1FqmI5x0hJuyM9S8o_hkg	Iain	56	3.57142857143
73	78Ed1ndOak2kmzljulPfBg	YJoph5UiUZ3BEb49vyFAuQ	Garage Wine and Tap	3.41463414634	41	Phoenix	[Bars, American (New), Nightlife, Restaurants]	3	GM9dY6DADVARGq0FCTokfw	Iain	56	3.57142857143
74	78Ed1ndOak2kmzljulPfBg	3n9mSKySEv3G03YjcU-YOQ	Postino Central	4.37096774194	124	Phoenix	[Wine Bars, Bars, Restaurants, Nightlife, Italian]	5	f6FJkExjaBglKFfogvT-sA	Iain	56	3.57142857143
75	78Ed1ndOak2kmzljulPfBg	VbXy3tH5RAu7HjT7VeMMgA	Thai E-San	3.12903225806	31	Phoenix	[Thai, Restaurants]	3	O8nuTTsNpDs5lZ6SJOl9KQ	Iain	56	3.57142857143
76	78Ed1ndOak2kmzljulPfBg	fmuj7u1gflmEjW-h0v9bwg	Miracle Mile Delicatessen	3.53571428571	28	Phoenix	[Delis, Restaurants]	4	m-4dJZqhAexwEwbesa83Dg	Iain	56	3.57142857143
77	78Ed1ndOak2kmzljulPfBg	KGX7O-_WqOIy9o7u9NOa9A	Sonora Mesquite Grill	4.40540540541	37	Phoenix	[Mexican, Restaurants]	4	vuQsIAMXYD8660V18S1i_w	Iain	56	3.57142857143
78	78Ed1ndOak2kmzljulPfBg	FY_OXEVcewAQFZuu6fynLA	Z's Greek	4.06060606061	33	Phoenix	[Greek, Mediterranean, Restaurants]	5	JG8pwChq_-mPk38eqB0Tgg	Iain	56	3.57142857143
79	78Ed1ndOak2kmzljulPfBg	r-a-Cn9hxdEnYTtVTB5bMQ	The Grind	3.46428571429	56	Phoenix	[Bars, American (New), Nightlife, Restaurants]	3	k_oCHMSvDhbucGJ2j4Ht3w	Iain	56	3.57142857143
80	78Ed1ndOak2kmzljulPfBg	wct7rZKyZqZftzmAU-vhWQ	Thai Lahna Restaurant	3.575	40	Phoenix	[Thai, Restaurants]	4	OcumeCCqjy-ncVuKYDEP8Q	Iain	56	3.57142857143
81	78Ed1ndOak2kmzljulPfBg	DDnmNTvIIQu2t3WZ2EQx-w	Sierra Bonita Grill	4.0652173913	46	Phoenix	[American (Traditional), Mexican, Restaurants]	4	aWWQSgAKG5olZUOu-S9J_Q	Iain	56	3.57142857143
82	78Ed1ndOak2kmzljulPfBg	vA8T8QXh78iSXhxShLNgQA	Tradiciones	3.19230769231	26	Phoenix	[Mexican, Restaurants]	1	lxvCBU-YcpnmkJ0pU5tahw	Iain	56	3.57142857143
83	78Ed1ndOak2kmzljulPfBg	zp713qNhx8d9KCJJnrw1xA	La Condesa Gourmet Taco Shop	4.07058823529	85	Phoenix	[Mexican, Restaurants]	4	Ro6hUV3rCpGUCqvyqrAqDA	Iain	56	3.57142857143
84	78Ed1ndOak2kmzljulPfBg	ho4Te6bO2tGs56h9PF2vuA	Los Dos Molinos	3.19047619048	21	Phoenix	[Mexican, Restaurants]	2	yc-D-9tMTdJV3EgGNHhkuw	Iain	56	3.57142857143
85	78Ed1ndOak2kmzljulPfBg	FUI-hWH_bpis7AKZTWenUQ	Ticoz Resto-Bar	3.74074074074	108	Phoenix	[Latin American, Restaurants]	4	O_UweVDJISuiknadhTfw9g	Iain	56	3.57142857143
86	78Ed1ndOak2kmzljulPfBg	iDoigI3605ixHl_qHly3Tg	Ruth's Chris Steak House	3.4347826087	23	Phoenix	[Steakhouses, Restaurants]	4	hIxoPSLTrNc22DhU8yLziQ	Iain	56	3.57142857143
87	78Ed1ndOak2kmzljulPfBg	4meJyPOhuAKzywUJTmu2hw	The Good Egg	3.07692307692	26	Phoenix	[Breakfast & Brunch, Sandwiches, Restaurants]	3	PmVdbRd-5aztuEehZkBVzg	Iain	56	3.57142857143
88	78Ed1ndOak2kmzljulPfBg	Tk2dSL0TwQeI_zNJmb442A	Luke's of Chicago's	3.65517241379	29	Phoenix	[Burgers, Hot Dogs, Restaurants]	1	p9p5RFsQZpbO18V8jjmKqw	Iain	56	3.57142857143
89	78Ed1ndOak2kmzljulPfBg	cVejKU_SrdbvzIbQ4oPV0A	Mi Patio Mexican Restaurant	3.77966101695	59	Phoenix	[Mexican, Restaurants]	5	RHOJh9lk8mrPuhausyrB5Q	Iain	56	3.57142857143
90	78Ed1ndOak2kmzljulPfBg	rZbHg4ACfN3iShdsT47WKQ	Bobby Q	4.27272727273	55	Phoenix	[American (New), Barbeque, Restaurants]	5	nEO6vdMMNwpDZPTWGkVaJA	Iain	56	3.57142857143
91	78Ed1ndOak2kmzljulPfBg	CNvPqN9pa5aJRn-Npcqgdg	Original Wineburger	3.5	18	Phoenix	[Burgers, Restaurants]	4	dYb64-UPv0QZod7UQDP0Iw	Iain	56	3.57142857143
92	78Ed1ndOak2kmzljulPfBg	yeLq-452CkaKw1ynn0nRNw	Mamma Mia	4.04081632653	49	Phoenix	[Pizza, Restaurants]	4	NFiLYN8lKBwVIeCuOXJ8oA	Iain	56	3.57142857143
93	78Ed1ndOak2kmzljulPfBg	7tTK3VPlFtBGBHm8-LZIUg	Timo Wine Bar	4.18181818182	22	Phoenix	[American (New), Restaurants]	4	clA8c3tKHUrsX13OnVfYZQ	Iain	56	3.57142857143
94	78Ed1ndOak2kmzljulPfBg	7cP7WFmWiTVh-raIL3N_Vw	The Roosevelt	3.95061728395	81	Phoenix	[Bars, American (New), Nightlife, Restaurants]	5	9K3UuLwp49rN6QM9ZDR3WA	Iain	56	3.57142857143
95	78Ed1ndOak2kmzljulPfBg	Tt6DYs0TyERWHWW5xiRL_A	Yen Sushi & Sake Bar	4.33333333333	24	Phoenix	[Sushi Bars, Restaurants]	5	saxDgeOzIuoVdEcNth3fPw	Iain	56	3.57142857143
96	78Ed1ndOak2kmzljulPfBg	_oQN89kF_d97-cWW0iO8_g	Mi Comida Restaurante Latino	4.4375	32	Phoenix	[Latin American, Restaurants]	4	XDXj0aeWoG6wp7xiFP_zrA	Iain	56	3.57142857143
97	78Ed1ndOak2kmzljulPfBg	m9Wqqma30o-hH2fAX7dnug	Desert Jade	3.5	14	Phoenix	[Chinese, Restaurants]	3	cojoTD-YVANdhZDdZ22fSg	Iain	56	3.57142857143
98	78Ed1ndOak2kmzljulPfBg	PXmR1MgOAWB066XH20HjxQ	Thai Rama Restaurant	3.52173913043	23	Phoenix	[Thai, Restaurants]	3	owufZtdN784BcmOkJ-5DKQ	Iain	56	3.57142857143
99	78Ed1ndOak2kmzljulPfBg	F8q_9PUl-Lwjj9xIRPArcg	Rocket Burger & Subs	4.4375	32	Phoenix	[Burgers, Hot Dogs, Sandwiches, Restaurants]	5	9JMrdUt8vWEzYyBu1p-G9g	Iain	56	3.57142857143
100	78Ed1ndOak2kmzljulPfBg	XHr5mXFgobOHoxbPJxmYdg	Scramble	3.78481012658	79	Phoenix	[Breakfast & Brunch, Restaurants]	5	RwRgPz7a3oRp-O_N3O5arw	Iain	56	3.57142857143
101	78Ed1ndOak2kmzljulPfBg	UCEAhciqe8avW1N-bWJ32g	Los Taquitos	4.05555555556	18	Phoenix	[Mexican, Restaurants]	5	DdNWwFmI2fs00DjEqcWzLw	Iain	56	3.57142857143
102	78Ed1ndOak2kmzljulPfBg	9BJ5h9X1krpXFjKj0a6wbg	Dick's Hideaway	4.22222222222	54	Phoenix	[American (Traditional), Tex-Mex, Restaurants]	3	i6SoWvkPY0XwFzMogfz54A	Iain	56	3.57142857143
103	78Ed1ndOak2kmzljulPfBg	Rg3INE2p4zQYvfMvJduEOQ	Cyprus Grill of Phoenix	3.69444444444	36	Phoenix	[Greek, Mediterranean, Restaurants]	3	pcWOXW2iZX83EcoFi7Qemg	Iain	56	3.57142857143
104	78Ed1ndOak2kmzljulPfBg	LxNehlnStQY_rxEwiPof_g	King Gyros	4.28571428571	14	Phoenix	[Greek, Mediterranean, Restaurants]	3	ix_6MykmZ6rYRtvcxn9Zag	Iain	56	3.57142857143
105	78Ed1ndOak2kmzljulPfBg	vz2zQQSjy-NnnKLZzjjoxA	Sylvia's La Canasta Mexican Restaurant	3.24137931034	29	Phoenix	[Mexican, Restaurants]	3	s8f5mkK96Sqz0eHMghGDlw	Iain	56	3.57142857143
106	78Ed1ndOak2kmzljulPfBg	QdbZyl-LWFS54u93Vjd5SA	The Capital Grille	4.125	32	Phoenix	[Steakhouses, Restaurants]	4	klQH_4KG5NokssYkfFaOuw	Iain	56	3.57142857143
107	78Ed1ndOak2kmzljulPfBg	hfl62LX14YqNpG0g0Tj6_Q	Fuego Bistro	4.14516129032	62	Phoenix	[Latin American, Restaurants]	3	AewVmDhiQ9N8W7wXbcB4GA	Iain	56	3.57142857143
108	78Ed1ndOak2kmzljulPfBg	0QTn4pMzKv1mnQifcP9YoQ	Autumn Court Chinese Restaurant	3.04347826087	23	Phoenix	[Sushi Bars, Chinese, Restaurants]	3	88MqSVKSAPMtuNHXtbGSkA	Iain	56	3.57142857143
109	78Ed1ndOak2kmzljulPfBg	ib-y5nsfn3unE0lLY1vfAw	Arriba Mexican Grill	3.2380952381	21	Phoenix	[Mexican, Restaurants]	2	C7_fA0WfK53pmzA2_hqdaw	Iain	56	3.57142857143
110	78Ed1ndOak2kmzljulPfBg	18TUn9oiW0k0yB6lheiOvw	TEXAZ Grill	3.59615384615	52	Phoenix	[Steakhouses, Restaurants]	1	xUL57GyQawMyj15tlOPD4A	Iain	56	3.57142857143
